FromID,ToID,Relation_type
7316,7307,VEP
289,7307,VEP
7317,7307,VEP
7318,7307,VEP
7319,7307,VEP
7320,7307,VEP
7321,7307,VEP
7322,7307,VEP
7323,7324,VEP
1378,7325,VEP
6767,7326,VEP
7327,7326,VEP
7328,7326,VEP
7329,7326,VEP
7330,7326,VEP
7331,7326,VEP
7332,7326,VEP
7333,7326,VEP
7334,7326,VEP
7335,7326,VEP
7336,7337,VEP
2235,7338,VEP
6848,7339,VEP
7149,7340,VEP
6704,7341,VEP
7053,7342,VEP
6823,7343,VEP
6640,7344,VEP
6957,7345,VEP
7106,7345,VEP
2426,7346,VEP
6698,7347,VEP
7348,7349,VEP
7350,7351,VEP
6990,7351,VEP
6795,7352,VEP
6984,7352,VEP
6860,7353,VEP
7354,7353,VEP
6889,7353,VEP
7355,7356,VEP
7357,7358,VEP
7359,7358,VEP
7360,7361,VEP
7362,7363,VEP
7364,7363,VEP
6692,6913,VEP
7365,7366,VEP
7367,7368,VEP
7369,7370,VEP
6821,7371,VEP
7094,7372,VEP
6745,7373,VEP
6747,7373,VEP
7374,7375,VEP
6745,7376,VEP
6748,7376,VEP
7377,7378,VEP
7379,7378,VEP
6799,7380,VEP
4085,7381,VEP
6640,7382,VEP
7383,7245,VEP
6698,7384,VEP
1156,6790,VEP
6852,6790,VEP
7385,6790,VEP
7165,7386,VEP
7165,7387,VEP
7388,7387,VEP
7200,7389,VEP
7200,7390,VEP
590,7391,VEP
7392,7393,VEP
7394,7395,VEP
7396,7397,VEP
6698,7398,VEP
7316,7399,VEP
7400,7401,VEP
7402,7403,VEP
7404,7405,VEP
6815,7406,VEP
7407,7408,VEP
7409,7410,VEP
3280,7411,VEP
7412,7411,VEP
7413,7411,VEP
7414,7415,VEP
7032,7416,VEP
7032,7417,VEP
6706,7418,VEP
7419,7420,VEP
7421,7422,VEP
7423,7424,VEP
6698,7425,VEP
6504,7426,VEP
7333,7426,VEP
6795,7427,VEP
6737,7427,VEP
6747,7427,VEP
7147,7428,VEP
7429,7430,VEP
7431,7432,VEP
6640,7433,VEP
6640,7434,VEP
6640,7435,VEP
6640,7436,VEP
6651,7437,VEP
6640,7438,VEP
7439,7440,VEP
6839,7440,VEP
7441,7442,VEP
7443,7442,VEP
7444,7445,VEP
7446,7445,VEP
7447,7448,VEP
6622,7449,VEP
6622,7450,VEP
7451,7452,VEP
6761,7453,VEP
7454,7455,VEP
6745,7456,VEP
7457,7458,VEP
6817,7458,VEP
6707,7459,VEP
6576,7460,VEP
7461,7462,VEP
6821,7463,VEP
7464,7465,VEP
7466,7465,VEP
6590,7467,VEP
6869,7468,VEP
7281,7468,VEP
7123,7468,VEP
4633,7468,VEP
7469,7468,VEP
7470,7471,VEP
7441,7472,VEP
6622,7473,VEP
6622,7474,VEP
6622,7475,VEP
7476,7477,VEP
7478,7477,VEP
6596,7477,VEP
7479,7477,VEP
7480,7477,VEP
7481,7477,VEP
7482,7477,VEP
7483,7477,VEP
7484,7477,VEP
7485,7477,VEP
7486,7477,VEP
6622,7487,VEP
7055,7488,VEP
6672,7489,VEP
6672,7490,VEP
6772,7490,VEP
6672,7491,VEP
6692,7492,VEP
6984,7493,VEP
6672,7494,VEP
7495,7496,VEP
6952,7496,VEP
6688,7497,VEP
7498,7499,VEP
6626,7499,VEP
7500,7501,VEP
6776,7501,VEP
7502,7503,VEP
7504,7505,VEP
6622,7506,VEP
7507,7508,VEP
7509,7510,VEP
7511,7512,VEP
6651,7513,VEP
6598,7514,VEP
7012,7515,VEP
7516,7517,VEP
354,7518,VEP
7516,7519,VEP
6957,7520,VEP
7106,7520,VEP
6957,7521,VEP
7106,7521,VEP
1000,7522,VEP
7523,7524,VEP
7451,7525,VEP
7414,7525,VEP
5253,7526,VEP
7527,7528,VEP
6957,7529,VEP
7106,7529,VEP
7530,7529,VEP
6817,7531,VEP
6776,7532,VEP
6823,7533,VEP
6622,7534,VEP
6622,7535,VEP
6622,7536,VEP
6622,7537,VEP
7538,7539,VEP
7032,7539,VEP
6640,7540,VEP
7541,7542,VEP
6765,7543,VEP
7544,7545,VEP
6966,7546,VEP
6968,7546,VEP
7547,7546,VEP
683,7548,VEP
6720,7549,VEP
6902,7550,VEP
6747,7551,VEP
6745,7551,VEP
7552,7553,VEP
7554,7553,VEP
7555,7553,VEP
7556,7553,VEP
7557,7553,VEP
6707,7558,VEP
6938,7558,VEP
6707,7559,VEP
6938,7559,VEP
6748,7560,VEP
7461,7561,VEP
7360,7562,VEP
6622,7563,VEP
7564,7565,VEP
7566,7567,VEP
154,7568,VEP
6753,7569,VEP
7570,7571,VEP
7572,7571,VEP
7573,7571,VEP
7574,7571,VEP
7575,7571,VEP
7576,7571,VEP
7577,7571,VEP
6684,7571,VEP
7210,7571,VEP
829,7571,VEP
7578,7571,VEP
7454,7571,VEP
2418,7571,VEP
7212,7571,VEP
7579,7571,VEP
7580,7571,VEP
6758,7581,VEP
7582,7581,VEP
7583,7584,VEP
7585,7584,VEP
7586,7584,VEP
7587,7584,VEP
7588,7584,VEP
7589,7584,VEP
7590,7584,VEP
7591,7584,VEP
7592,7584,VEP
7593,7584,VEP
7594,7584,VEP
7595,7584,VEP
7596,7584,VEP
7597,7584,VEP
7598,7584,VEP
7599,7584,VEP
7600,7584,VEP
7601,7584,VEP
7602,7584,VEP
1361,7584,VEP
7603,7584,VEP
1452,7584,VEP
7604,7584,VEP
7605,7584,VEP
7606,7584,VEP
7607,7584,VEP
7394,6894,VEP
6704,6894,VEP
6184,7608,VEP
154,7609,VEP
7610,7611,VEP
7612,7611,VEP
6622,7613,VEP
6622,7614,VEP
6622,7615,VEP
6832,7616,VEP
6622,7617,VEP
6590,7618,VEP
6640,7619,VEP
7620,7621,VEP
7231,7622,VEP
6622,7623,VEP
7300,7624,VEP
7625,7626,VEP
6745,7627,VEP
6707,7628,VEP
7149,7629,VEP
6622,7630,VEP
7631,7632,VEP
6622,7633,VEP
4927,7634,VEP
7635,7636,VEP
7637,7636,VEP
6574,7638,VEP
6676,7638,VEP
6574,7639,VEP
6676,7639,VEP
6574,7640,VEP
6676,7640,VEP
7641,7642,VEP
6574,7643,VEP
6676,7643,VEP
6622,7644,VEP
7645,7644,VEP
7646,7647,VEP
7648,7647,VEP
7072,7649,VEP
672,7650,VEP
6867,7650,VEP
6184,7651,VEP
7652,7653,VEP
7654,7653,VEP
6720,7653,VEP
7612,7655,VEP
7610,7655,VEP
6688,7656,VEP
7657,7656,VEP
7100,7658,VEP
7200,7659,VEP
7470,7660,VEP
7281,7661,VEP
7662,7663,VEP
7664,7663,VEP
672,7663,VEP
7665,7663,VEP
6892,7663,VEP
6867,7663,VEP
7334,7666,VEP
7335,7666,VEP
6848,7667,VEP
6640,7668,VEP
6640,7669,VEP
6640,7670,VEP
6640,7671,VEP
6640,7672,VEP
6153,7673,VEP
7674,7675,VEP
6586,7676,VEP
6704,7677,VEP
7678,7679,VEP
6672,7680,VEP
6696,7681,VEP
6987,7681,VEP
7682,7681,VEP
6622,7683,VEP
6640,7684,VEP
6640,7685,VEP
6640,7686,VEP
6640,7687,VEP
6640,7688,VEP
6640,7689,VEP
6640,7690,VEP
6640,7691,VEP
6640,7692,VEP
6640,7693,VEP
6640,7694,VEP
6640,7695,VEP
6640,7696,VEP
6640,7697,VEP
6640,7698,VEP
6640,7699,VEP
6622,7700,VEP
6622,7701,VEP
6622,7702,VEP
7331,7703,VEP
7333,7703,VEP
6640,7704,VEP
6640,7705,VEP
7631,7706,VEP
6706,7706,VEP
6745,7707,VEP
6821,7708,VEP
7709,7708,VEP
6748,7710,VEP
6747,7710,VEP
6745,7710,VEP
6821,7711,VEP
7709,7711,VEP
7120,7712,VEP
7118,7712,VEP
7360,7712,VEP
7360,7713,VEP
7120,7713,VEP
7118,7713,VEP
1370,7714,VEP
7715,7714,VEP
6904,7714,VEP
1369,7714,VEP
6748,7716,VEP
6747,7716,VEP
6745,7716,VEP
6640,7717,VEP
6761,7718,VEP
6640,7719,VEP
6640,7720,VEP
6640,7721,VEP
6748,7722,VEP
6747,7722,VEP
6745,7722,VEP
6622,7723,VEP
7454,7724,VEP
6622,7725,VEP
7726,7727,VEP
6704,7728,VEP
7053,7729,VEP
6823,7730,VEP
7731,7732,VEP
7733,7734,VEP
6572,7735,VEP
6622,7736,VEP
6622,7737,VEP
6622,7738,VEP
6622,7739,VEP
6622,7740,VEP
1562,7741,VEP
7742,7741,VEP
6747,7743,VEP
7744,7745,VEP
6640,7746,VEP
6640,7747,VEP
6640,7748,VEP
6640,7749,VEP
6640,7750,VEP
6848,7751,VEP
6795,7752,VEP
6737,7752,VEP
6745,7752,VEP
7635,7752,VEP
7753,7754,VEP
6572,7755,VEP
6651,7756,VEP
6640,7757,VEP
7758,7759,VEP
7760,7761,VEP
7123,7762,VEP
4633,7762,VEP
4953,7763,VEP
7678,6675,VEP
7764,7765,VEP
7766,7765,VEP
6590,7767,VEP
354,7768,VEP
6622,7769,VEP
6637,7770,VEP
7771,7770,VEP
6640,7477,VEP
6640,7772,VEP
6640,7773,VEP
6640,7774,VEP
6640,7775,VEP
6640,7776,VEP
6640,7777,VEP
7778,7779,VEP
3410,7780,VEP
6607,7780,VEP
6598,7781,VEP
6598,7782,VEP
7270,7783,VEP
7784,7785,VEP
6640,7786,VEP
7787,7788,VEP
4593,7789,VEP
7790,7791,VEP
6622,7792,VEP
7793,7794,VEP
7795,7796,VEP
6372,7797,VEP
7798,7799,VEP
7603,7800,VEP
7284,7801,VEP
7802,7803,VEP
7764,7804,VEP
6622,7805,VEP
6950,7806,VEP
6504,7807,VEP
6747,7808,VEP
6622,7809,VEP
4953,7810,VEP
6622,7811,VEP
6622,7812,VEP
6622,7813,VEP
7814,7815,VEP
6622,7816,VEP
6135,7817,VEP
6957,7818,VEP
6622,7819,VEP
7820,7459,VEP
7821,7822,VEP
6823,7822,VEP
6940,7823,VEP
6622,7824,VEP
2617,7825,VEP
7826,7825,VEP
7827,7825,VEP
7828,7825,VEP
7829,7830,VEP
7831,7832,VEP
3633,7833,VEP
3633,7834,VEP
7835,7836,VEP
7837,7836,VEP
6372,7838,VEP
6372,7839,VEP
6372,7840,VEP
7841,7842,VEP
6942,7843,VEP
6950,7844,VEP
7327,7845,VEP
7846,7847,VEP
6957,7848,VEP
7795,7849,VEP
6622,7850,VEP
7296,7851,VEP
7852,7853,VEP
7498,7854,VEP
7855,7856,VEP
7857,7858,VEP
7795,7859,VEP
7860,7861,VEP
7461,7862,VEP
7863,7864,VEP
7273,7865,VEP
7212,7866,VEP
7867,7868,VEP
6968,7869,VEP
7645,7870,VEP
7784,7871,VEP
7872,7873,VEP
7323,7873,VEP
6737,7874,VEP
7875,7874,VEP
7635,7874,VEP
6846,7876,VEP
7877,7876,VEP
7878,7879,VEP
7880,7879,VEP
2857,7881,VEP
7882,7881,VEP
7883,7884,VEP
7645,7885,VEP
3405,7886,VEP
6795,7887,VEP
6720,7888,VEP
1515,7889,VEP
3050,7890,VEP
2303,7891,VEP
6968,7892,VEP
6968,7893,VEP
7894,7895,VEP
7896,7897,VEP
7072,7898,VEP
1562,7899,VEP
7431,7899,VEP
6959,7900,VEP
4318,7900,VEP
7901,7902,VEP
7903,7904,VEP
6640,7905,VEP
7645,7906,VEP
7645,7907,VEP
7908,7909,VEP
6576,7910,VEP
7744,7911,VEP
7457,7912,VEP
6817,7912,VEP
7913,7914,VEP
6717,7914,VEP
6821,7915,VEP
6823,7916,VEP
7917,7918,VEP
7919,7918,VEP
354,7920,VEP
6763,7921,VEP
354,7922,VEP
7923,7924,VEP
7925,7926,VEP
7645,7927,VEP
6651,7928,VEP
7645,7929,VEP
6761,7930,VEP
6622,7931,VEP
6957,7932,VEP
7055,7933,VEP
7645,7934,VEP
6940,7935,VEP
6622,7936,VEP
7937,7938,VEP
7939,7938,VEP
7829,7940,VEP
7941,7942,VEP
3633,7943,VEP
7944,7945,VEP
6596,7946,VEP
7947,7948,VEP
6910,7949,VEP
7950,7949,VEP
6867,7951,VEP
7952,7953,VEP
6955,7954,VEP
7955,7954,VEP
7956,7954,VEP
6955,7957,VEP
7955,7957,VEP
7956,7957,VEP
6897,6868,VEP
7958,6868,VEP
6676,7959,VEP
7157,7960,VEP
7961,7962,VEP
6795,7963,VEP
7964,7965,VEP
6748,7966,VEP
1377,7967,VEP
6916,7968,VEP
6748,7969,VEP
7970,7971,VEP
6676,7972,VEP
6706,7973,VEP
683,7974,VEP
683,7975,VEP
6640,7976,VEP
6950,7977,VEP
7978,7977,VEP
7941,7979,VEP
6953,7980,VEP
6953,7981,VEP
7956,7982,VEP
6957,7983,VEP
6640,7984,VEP
6640,7985,VEP
7986,7987,VEP
7956,7988,VEP
6640,7989,VEP
6959,7990,VEP
6640,7991,VEP
7992,7993,VEP
7994,7993,VEP
6640,7995,VEP
6640,7996,VEP
6640,7997,VEP
6640,7998,VEP
6640,7999,VEP
6640,8000,VEP
6640,8001,VEP
6640,8002,VEP
6640,8003,VEP
6640,8004,VEP
6640,8005,VEP
6640,8006,VEP
6640,8007,VEP
6640,8008,VEP
6640,8009,VEP
6640,8010,VEP
7645,8011,VEP
6598,8012,VEP
8013,8014,VEP
7771,8015,VEP
7175,8016,VEP
8017,8016,VEP
7237,8018,VEP
6616,8019,VEP
8020,8019,VEP
6640,8021,VEP
6640,8022,VEP
6640,8023,VEP
6640,8024,VEP
6640,8025,VEP
6640,8026,VEP
6640,8027,VEP
6640,8028,VEP
6640,8029,VEP
6640,8030,VEP
6640,8031,VEP
6640,8032,VEP
6640,8033,VEP
6640,8034,VEP
6640,8035,VEP
6640,8036,VEP
6640,8037,VEP
6640,8038,VEP
6640,8039,VEP
6640,8040,VEP
7860,8041,VEP
7461,8042,VEP
6622,8043,VEP
7120,8044,VEP
7118,8044,VEP
7053,8045,VEP
8046,8047,VEP
8048,8049,VEP
8048,8050,VEP
6622,8051,VEP
6622,8052,VEP
7273,8053,VEP
7575,8054,VEP
7498,8055,VEP
8056,8055,VEP
7795,8057,VEP
8058,8059,VEP
6622,8060,VEP
7147,8061,VEP
8062,8063,VEP
8064,8065,VEP
6622,8066,VEP
8067,8068,VEP
6672,8069,VEP
6772,8070,VEP
8071,8072,VEP
6640,8073,VEP
6640,8074,VEP
6640,8075,VEP
6640,8076,VEP
6640,8077,VEP
6640,8078,VEP
6640,8079,VEP
6640,8080,VEP
6640,8081,VEP
6640,8082,VEP
