FromID,ToID,Relation_value,Relation_type,Relation_Context_CellType,Relation_Context_DiffDay,Relation_Context_Depot,Relation_Context_Stimulation,FromType,ToType
344,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
365,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
363,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
350,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
355,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
440,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
404,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
91,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
445,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
403,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
96,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
101,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
90,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
359,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1689,2339,0.952071662612323,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
86,2339,0.952071662612323,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1473,2342,0.931328287043192,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2187,2342,0.930077141508711,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
2186,2342,0.930077141508711,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
2284,2342,0.930077141508711,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
2283,2342,0.930077141508711,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
36,2342,0.924847953454129,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
878,2342,0.91732598805544,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
880,2342,0.91732598805544,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
39,2342,0.91732598805544,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1707,2326,0.916137470619998,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2005,2334,0.905729700288362,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2003,2334,0.905729700288362,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
